gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx1250,256,1,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,3.9181,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.04,47.57
gfx1250,256,1,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,3.8541,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.09,93.0
gfx1250,256,1,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20121,10,4.2327,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x2_p3w2,0.0078,0.43,436.98
gfx1250,256,1,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,11,4.9812,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0139,1.66,1660.85
gfx1250,256,1,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,10,5.2648,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0145,2.44,2442.86
gfx1250,256,1,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.8059,auto,0.0,0.1,104.19
gfx1250,256,1,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.103,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0124,3.61,3610.93
gfx1250,256,1,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,4,5.5783,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0056,1.27,1270.2
gfx1250,256,1,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1893,auto,0.0,0.19,189.25
gfx1250,256,1,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4432,auto,0.0,0.58,579.24
gfx1250,256,1,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.486,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0081,5.19,5192.16
gfx1250,256,1,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.1582,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0046,1.74,1736.67
gfx1250,256,1,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.0526,auto,0.0,0.89,893.96
gfx1250,256,1,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.2746,auto,0.0,1.75,1757.23
gfx1250,256,1,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.2099,auto,0.0,2.39,2392.81
gfx1250,256,1,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.4295,auto,0.0,3.54,3544.85
gfx1250,256,1,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.0751,auto,0.0,4.3,4303.92
gfx1250,256,1,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.8203,auto,0.0,5.08,5085.65
gfx1250,256,1,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,3,15.2905,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0076,7.92,7922.68
gfx1250,256,1,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,22.9227,auto,0.0,7.78,7781.76
gfx1250,256,1,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.7959,auto,0.0,9.39,9391.77
gfx1250,256,1,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.9278,auto,0.0,10.9,10905.33
gfx1250,256,1,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,52.5552,auto,0.0,11.17,11174.89
gfx1250,256,2,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.0366,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.09,49.73
gfx1250,256,2,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,4,4.0361,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.17,92.37
gfx1250,256,2,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,4.365,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0078,0.84,427.08
gfx1250,256,2,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,13,5.1344,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0113,3.22,1614.31
gfx1250,256,2,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,12,5.6064,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.01,4.58,2296.89
gfx1250,256,2,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.9747,auto,0.0,0.2,100.6
gfx1250,256,2,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.2002,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0094,7.1,3557.13
gfx1250,256,2,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,5.6494,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.005,2.51,1255.58
gfx1250,256,2,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4473,auto,0.0,0.35,179.71
gfx1250,256,2,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.7853,auto,0.0,1.09,546.22
gfx1250,256,2,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.6598,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0096,10.17,5090.32
gfx1250,256,2,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.4128,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0048,3.37,1685.57
gfx1250,256,2,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.667,auto,0.0,2.22,1114.89
gfx1250,256,2,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.0468,auto,0.0,3.12,1566.92
gfx1250,256,2,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.2832,auto,0.0,4.74,2375.79
gfx1250,256,2,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.3606,auto,0.0,7.13,3566.26
gfx1250,256,2,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.1282,auto,0.0,8.57,4289.35
gfx1250,256,2,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.7353,auto,0.0,10.21,5105.18
gfx1250,256,2,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,3,15.6133,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0082,15.51,7760.88
gfx1250,256,2,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.155,auto,0.0,15.4,7705.39
gfx1250,256,2,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.1041,auto,0.0,19.3,9652.5
gfx1250,256,2,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,27.1013,auto,0.0,21.67,10837.56
gfx1250,256,2,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,52.6533,auto,0.0,22.3,11155.9
gfx1250,256,4,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.19,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0417,0.16,54.77
gfx1250,256,4,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,4,4.1737,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0104,0.33,96.22
gfx1250,256,4,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,4.313,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0137,1.7,438.99
gfx1250,256,4,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,12,5.4829,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0139,6.02,1517.35
gfx1250,256,4,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,13,5.36,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0123,9.59,2408.5
gfx1250,256,4,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1681,auto,0.0,0.38,97.53
gfx1250,256,4,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.4321,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0117,13.69,3434.29
gfx1250,256,4,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,6,5.6927,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0061,4.97,1248.72
gfx1250,256,4,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.6025,auto,0.0,0.68,176.43
gfx1250,256,4,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.217,auto,0.0,2.41,608.47
gfx1250,256,4,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.7938,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0089,20.03,5017.41
gfx1250,256,4,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.35,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0045,6.78,1701.19
gfx1250,256,4,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.5707,auto,0.0,4.52,1138.94
gfx1250,256,4,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.2309,auto,0.0,6.09,1531.42
gfx1250,256,4,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.1036,auto,0.0,9.68,2426.48
gfx1250,256,4,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.2835,auto,0.0,14.34,3591.98
gfx1250,256,4,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.1729,auto,0.0,17.09,4279.04
gfx1250,256,4,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.6601,auto,0.0,20.48,5124.05
gfx1250,256,4,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,3,16.5006,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0089,29.36,7347.34
gfx1250,256,4,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.3131,auto,0.0,30.6,7656.5
gfx1250,256,4,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.4534,auto,0.0,39.62,9913.29
gfx1250,256,4,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.2027,auto,0.0,44.82,11213.44
gfx1250,256,4,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,50.4086,auto,0.0,46.6,11656.49
gfx1250,256,8,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,11,4.4054,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0104,0.31,65.13
gfx1250,256,8,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.3958,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.026,0.63,104.45
gfx1250,256,8,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,10,4.5405,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0088,3.23,429.85
gfx1250,256,8,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,13,5.4886,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.01,12.04,1527.06
gfx1250,256,8,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,13,5.4596,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0102,18.82,2376.38
gfx1250,256,8,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4474,auto,0.0,0.71,94.4
gfx1250,256,8,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,10,6.4536,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0103,27.3,3433.64
gfx1250,256,8,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,4,5.6891,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0044,9.95,1254.91
gfx1250,256,8,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.6743,auto,0.0,1.35,179.2
gfx1250,256,8,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.1729,auto,0.0,4.86,619.2
gfx1250,256,8,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.9723,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0095,39.27,4926.72
gfx1250,256,8,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.4195,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0044,13.45,1692.98
gfx1250,256,8,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4787,auto,0.0,9.19,1167.79
gfx1250,256,8,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.6223,auto,0.0,13.3,1681.75
gfx1250,256,8,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.0811,auto,0.0,19.4,2440.16
gfx1250,256,8,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.9882,auto,0.0,29.39,3687.3
gfx1250,256,8,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.0436,auto,0.0,34.5,4324.93
gfx1250,256,8,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.4346,auto,0.0,41.34,5178.68
gfx1250,256,8,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,3,17.7494,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0083,54.59,6837.44
gfx1250,256,8,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.6091,auto,0.0,60.43,7567.15
gfx1250,256,8,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.5834,auto,0.0,82.17,10287.15
gfx1250,256,8,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.8229,auto,0.0,94.62,11845.66
gfx1250,256,8,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,50.5856,auto,0.0,92.86,11623.32
gfx1250,256,16,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.3892,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0156,0.63,91.54
gfx1250,256,16,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,13,4.3621,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0104,1.26,131.64
gfx1250,256,16,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,12,4.5391,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0112,6.47,455.7
gfx1250,256,16,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,11,5.2173,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0117,25.32,1630.22
gfx1250,256,16,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,12,5.5953,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0106,36.73,2341.81
gfx1250,256,16,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.0989,auto,0.0,1.53,108.92
gfx1250,256,16,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.4038,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0111,55.02,3482.09
gfx1250,256,16,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,5.736,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0043,19.74,1255.36
gfx1250,256,16,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.8659,auto,0.0,2.59,182.67
gfx1250,256,16,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.382,auto,0.0,9.35,605.8
gfx1250,256,16,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,9.2092,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0098,76.52,4817.78
gfx1250,256,16,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.4549,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0043,26.79,1697.52
gfx1250,256,16,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.6142,auto,0.0,17.93,1158.57
gfx1250,256,16,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.8035,auto,0.0,30.35,1940.9
gfx1250,256,16,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.7479,auto,0.0,40.27,2549.03
gfx1250,256,16,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.9179,auto,0.0,59.12,3722.79
gfx1250,256,16,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.8982,auto,0.0,69.71,4383.29
gfx1250,256,16,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.59,auto,0.0,82.14,5155.16
gfx1250,256,16,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,2,19.6178,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0057,98.78,6198.97
gfx1250,256,16,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.2316,auto,0.0,113.09,7092.98
gfx1250,256,16,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.181,auto,0.0,160.27,10048.84
gfx1250,256,16,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.2574,auto,0.0,185.99,11659.4
gfx1250,256,16,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,52.1788,auto,0.0,180.06,11283.18
gfx1250,256,32,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20118,11,4.7081,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c2x1_p3w2,0.0182,1.17,134.14
gfx1250,256,32,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20118,13,4.5231,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c2x1_p3w2,0.0117,2.43,177.83
gfx1250,256,32,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20121,11,4.6203,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x2_p3w2,0.012,12.71,498.23
gfx1250,256,32,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,13,5.3713,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0114,49.2,1629.62
gfx1250,256,32,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,12,5.8412,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0115,70.37,2287.4
gfx1250,256,32,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,0,4.5831,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0,2.75,109.03
gfx1250,256,32,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,5,7.2444,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0104,97.27,3116.5
gfx1250,256,32,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,7,5.7709,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0052,39.25,1269.07
gfx1250,256,32,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4922,auto,0.0,5.6,220.66
gfx1250,256,32,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4612,auto,0.0,18.43,618.02
gfx1250,256,32,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,10.6639,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.01,132.15,4191.3
gfx1250,256,32,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,3,7.5042,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0041,60.36,1938.78
gfx1250,256,32,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.3903,auto,0.0,37.35,1246.21
gfx1250,256,32,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.5268,auto,0.0,53.98,1764.72
gfx1250,256,32,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.4721,auto,0.0,83.17,2664.88
gfx1250,256,32,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.7045,auto,0.0,120.41,3818.66
gfx1250,256,32,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.9249,auto,0.0,139.16,4401.06
gfx1250,256,32,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.0977,auto,0.0,160.83,5067.29
gfx1250,256,32,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.2255,auto,0.0,182.59,5752.98
gfx1250,256,32,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.7443,auto,0.0,213.39,6715.25
gfx1250,256,32,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.4454,auto,0.0,304.62,9579.77
gfx1250,256,32,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,27.5013,auto,0.0,341.63,10740.25
gfx1250,256,32,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,58.8963,auto,0.0,319.04,10022.41
gfx1250,256,64,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,13,4.7446,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0117,2.32,229.96
gfx1250,256,64,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,10,4.6918,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0098,4.69,269.54
gfx1250,256,64,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20014,10,4.7277,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_p3w2,0.0107,24.84,585.68
gfx1250,256,64,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,5,6.9317,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0096,76.24,1334.27
gfx1250,256,64,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,7.1808,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0096,114.48,1932.55
gfx1250,256,64,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.5863,auto,0.0,5.49,132.18
gfx1250,256,64,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,9.1037,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0103,154.8,2541.19
