gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,139,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4192,4,12.6845,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k4_block_m_warp1_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0215,140.76,1189.39
gfx950,256,139,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,362,1,3.0474,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,17.94,280.83
gfx950,256,139,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4849,2,15.6822,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0136,195.18,1558.44
gfx950,256,139,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,20.3214,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0105,207.1,1616.89
gfx950,256,139,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6285,1,7.2835,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,135.08,1118.34
gfx950,256,139,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5512,1,6.9341,flydsl_gemm4_abf16_wbf16_bf16_t96x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,220.71,1905.98
gfx950,256,139,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6450,1,10.7136,flydsl_gemm4_abf16_wbf16_bf16_t48x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,285.69,2281.19
gfx950,256,139,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,asm,9,1,30.1009,_ZN5aiter37bf16gemm_fp32bf16_tn_96x64_pf3_splitkE,0.0,279.63,2116.95
gfx950,256,160,4480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2859,2,30.9218,flydsl_hgemm_abf16_wbf16_bf16_t96x96x64x5_ks2_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0061,332.32,2197.56
gfx950,256,192,4480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3106,2,33.8602,flydsl_hgemm_abf16_wbf16_bf16_t96x96x64x5_ks2_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0061,364.18,2028.87
gfx950,256,192,6016,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2014,2,37.5001,flydsl_hgemm_abf16_wbf16_bf16_t96x96x64x5_ks2_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0062,441.58,2434.87
gfx950,256,208,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4804,1,4.7198,flydsl_gemm6_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,138.63,982.39
gfx950,256,214,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5056,1,4.7512,flydsl_gemm7_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,141.69,984.95
gfx950,256,217,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,5,15.4254,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0164,180.7,1059.61
gfx950,256,217,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,362,1,3.1,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,27.53,359.8
gfx950,256,217,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,20.0005,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0105,238.91,1289.85
gfx950,256,217,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6282,1,7.5623,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,203.1,1156.32
gfx950,256,217,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3866,1,30.6008,flydsl_gemm3_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.006,364.35,1831.54
gfx950,256,217,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4399,1,8.0805,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,295.67,1788.78
gfx950,256,217,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3506,1,12.1257,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.003,394.07,2127.52
gfx950,256,217,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,35.7643,auto,0.0,311.75,1567.11
gfx950,256,220,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,5,15.7505,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0161,179.42,1040.81
gfx950,256,220,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,363,1,3.1326,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k1_block_m_warp2_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,27.62,359.25
gfx950,256,220,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,20.1133,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0104,240.86,1285.21
gfx950,256,220,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4369,1,7.7114,flydsl_gemm3_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,201.93,1136.95
gfx950,256,220,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3866,1,30.1311,flydsl_gemm3_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.006,375.15,1862.23
gfx950,256,220,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4399,1,8.1009,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,299.01,1790.16
gfx950,256,220,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6969,1,12.2464,flydsl_gemm4_abf16_wbf16_bf16_t80x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,395.58,2110.81
gfx950,256,220,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,36.1859,auto,0.0,312.38,1550.63
gfx950,256,256,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4015,4,15.2528,flydsl_hgemm_abf16_wbf16_bf16_t64x32x128x3_ks4_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0142,215.59,1112.83
gfx950,256,256,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4207,4,19.2568,flydsl_hgemm_abf16_wbf16_bf16_t64x96x128x3_ks4_w2x2x2_bias0_ktail0_gm0_pft_gfx950,0.0217,292.74,1374.92
gfx950,256,256,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2472,1,8.9719,flydsl_hgemm_abf16_wbf16_bf16_t48x64x128x4_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,201.96,1008.03
gfx950,256,256,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2427,1,5.4879,flydsl_hgemm_abf16_wbf16_bf16_t64x64x64x6_ks1_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,146.74,907.59
gfx950,256,256,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2082,1,41.5624,flydsl_hgemm_abf16_wbf16_bf16_t64x96x128x3_ks1_w2x2x2_bias0_ktail0_gm4_pft_gfx950,0.006,542.52,2283.22
gfx950,256,256,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.9502,auto,0.0,314.92,1684.13
gfx950,256,256,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.5351,auto,0.0,416.48,1956.14
gfx950,256,256,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.3955,auto,0.0,498.32,2155.11
gfx950,256,256,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2009,1,30.0604,flydsl_hgemm_abf16_wbf16_bf16_t96x64x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,515.7,2208.49
gfx950,256,256,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,117,1,312.004,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x5_ks1_w4x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,421.58,1717.36
gfx950,256,256,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,57.6067,native,0.0,538.21,2241.16
gfx950,256,256,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,372,1,142.8931,flydsl_hgemm_abf16_wbf16_bf16_t64x128x64x3_ks1_w2x4x1_bias0_ktail0_gm4_pft_gfx950,0.0,526.0,2153.76
gfx950,256,264,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5056,1,4.7879,flydsl_gemm7_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,173.45,1052.25
gfx950,256,270,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,5,16.2429,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0163,213.52,1058.9
gfx950,256,270,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,187,1,3.2003,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,33.17,403.64
gfx950,256,270,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,3,20.7703,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0106,286.25,1286.46
gfx950,256,270,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,29.209,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.006,279.88,1208.15
gfx950,256,270,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6734,1,9.088,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,210.28,1006.99
gfx950,256,270,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5247,1,36.3022,flydsl_gemm4_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,382.14,1575.28
gfx950,256,270,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5510,1,9.1903,flydsl_gemm4_abf16_wbf16_bf16_t96x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,323.46,1664.31
gfx950,256,270,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7114,1,13.5293,flydsl_gemm4_abf16_wbf16_bf16_t96x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,439.45,1974.99
gfx950,256,425,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3865,1,5.6512,flydsl_gemm4_abf16_wbf16_bf16_t96x64x64_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,236.58,1095.72
gfx950,256,428,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,20.3408,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0105,270.28,970.85
gfx950,256,428,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,362,1,3.2867,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,51.21,553.02
gfx950,256,428,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,28.2147,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0061,334.03,1044.52
gfx950,256,428,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6734,1,9.5043,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,318.73,1090.55
gfx950,256,428,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2742,1,45.1956,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp4_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0059,486.57,1340.48
gfx950,256,428,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4266,1,10.6832,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,441.09,1666.47
gfx950,256,428,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3241,1,17.0712,flydsl_gemm3_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,552.08,1726.34
gfx950,256,443,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,3,20.5406,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0105,277.03,973.18
gfx950,256,443,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,555,1,3.3441,flydsl_gemm2_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,52.09,558.45
gfx950,256,443,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,28.5451,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0061,341.74,1041.57
gfx950,256,443,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6734,1,9.616,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,326.07,1089.86
gfx950,256,443,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2929,1,5.9818,flydsl_gemm3_abf16_wbf16_bf16_t96x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,232.97,1056.73
gfx950,256,443,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2742,1,45.3297,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp4_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0059,502.13,1343.63
gfx950,256,443,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4271,1,10.8635,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,448.98,1660.73
gfx950,256,443,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5575,1,16.9036,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,577.09,1758.91
gfx950,256,498,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3095,1,6.4174,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,244.11,1046.44
gfx950,256,510,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,3,22.7539,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0106,287.91,926.01
gfx950,256,510,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,545,1,3.3641,flydsl_gemm2_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,59.61,621.41
gfx950,256,510,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7065,1,11.2183,flydsl_gemm4_abf16_wbf16_bf16_t96x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,321.77,980.07
gfx950,256,510,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4271,1,11.44,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,490.83,1670.0
gfx950,256,510,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3241,1,18.3426,flydsl_gemm3_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,612.25,1684.5
gfx950,256,512,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,3,21.9749,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0106,299.28,960.3
gfx950,256,512,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.8128,native,0.0,405.36,1112.19
gfx950,256,512,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1399,1,37.3535,flydsl_hgemm_abf16_wbf16_bf16_t48x96x128x3_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0059,415.01,1064.97
gfx950,256,512,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2951,1,11.8115,flydsl_hgemm_abf16_wbf16_bf16_t96x64x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,306.81,932.15
gfx950,256,512,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2017,1,6.8583,flydsl_hgemm_abf16_wbf16_bf16_t64x96x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,234.84,993.79
gfx950,256,512,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,328,1,65.6318,flydsl_hgemm_abf16_wbf16_bf16_t128x96x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,687.12,1549.73
gfx950,256,512,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,47,1,12.1933,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x3_ks1_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,462.31,1569.43
gfx950,256,512,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,49,1,18.727,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x3_ks1_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,602.03,1651.79
gfx950,256,512,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,50,1,35.3194,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x4_ks1_w4x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,744.82,1766.46
gfx950,256,512,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,38,1,41.8549,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x3_ks1_w4x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,740.76,1725.5
gfx950,256,512,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,45,1,318.9959,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x4_ks1_w2x2x2_bias0_ktail0_gm0_pft_gfx950,0.0086,824.67,1748.74
gfx950,256,512,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,23,1,94.7694,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,654.31,1446.68
gfx950,256,512,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,95,1,151.3497,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,993.22,2126.95
gfx950,256,562,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1889,1,6.395,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,276.45,1121.84
gfx950,256,565,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,303,1,3.4853,flydsl_gemm2_abf16_wbf16_bf16_t32x128x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,63.74,652.32
gfx950,256,565,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7065,1,11.4345,flydsl_gemm4_abf16_wbf16_bf16_t96x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,349.73,998.48
gfx950,256,565,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3590,1,50.0033,flydsl_gemm3_abf16_wbf16_bf16_t64x128x128_split_k1_block_m_warp4_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0059,580.56,1270.52
gfx950,256,565,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5118,1,13.2287,flydsl_gemm4_abf16_wbf16_bf16_t64x256x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,470.24,1510.18
gfx950,256,565,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6618,1,22.6448,flydsl_gemm4_abf16_wbf16_bf16_t64x256x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,549.41,1406.75
gfx950,256,599,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,553,1,3.4619,flydsl_gemm2_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp4_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,68.04,689.42
gfx950,256,599,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3866,1,30.6639,flydsl_gemm3_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0061,430.15,1058.17
gfx950,256,599,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,43.0199,native,0.0,421.58,962.23
gfx950,256,599,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7065,1,11.5874,flydsl_gemm4_abf16_wbf16_bf16_t96x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,365.88,1007.84
gfx950,256,599,2880,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1037,1,48.1147,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp4_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.006,514.01,1108.29
gfx950,256,599,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3093,1,6.5512,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k1_block_m_warp4_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,287.63,1135.57
gfx950,256,599,3584,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,53.8233,native,0.0,571.81,1193.93
