gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,3072,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,1400,0,39.9526,opus_gemm_mono_tile_512x192x256x64_2x4_16x16x32_0x0x0_nooob,0.0,967.51,1181.05
gfx950,256,3073,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,30.1767,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,854.24,1320.76
gfx950,256,3073,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,41.5979,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,929.55,1134.6
gfx950,256,3073,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,51.2992,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1005.01,1063.14
gfx950,256,3460,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,81,1,31.5641,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,919.54,1388.25
gfx950,256,3585,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,32.6522,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,921.01,1381.19
gfx950,256,3585,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,43.8159,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1029.53,1208.79
gfx950,256,3585,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,55.4872,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1083.97,1096.28
gfx950,256,3630,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,33.2889,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,914.74,1368.62
gfx950,256,3630,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,44.6102,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1023.89,1198.63
gfx950,256,3630,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,56.4284,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1079.27,1087.8
gfx950,256,6426,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,59.5309,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,905.5,1246.26
gfx950,256,6426,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,80.4454,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1005.13,1056.19
gfx950,256,6426,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,101.3462,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1063.78,944.68
gfx950,256,7220,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,62.7213,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,965.63,1312.5
gfx950,256,7220,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,85.4914,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1062.66,1098.46
gfx950,256,7220,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,107.7737,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1123.94,978.87
gfx950,256,7226,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,63.1941,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,959.2,1303.65
gfx950,256,7226,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,84.3499,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1077.94,1114.13
gfx950,256,7226,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,105.3301,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1150.97,1002.28
gfx950,256,7482,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,64.6325,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,971.08,1315.19
gfx950,256,7482,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,86.6935,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1085.96,1117.27
gfx950,256,7482,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,107.8898,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1163.48,1007.66
gfx950,256,7921,4096,1280,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,76.8663,native,0.0,1080.55,1244.4
gfx950,256,11276,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,92.0994,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1027.04,1344.8
gfx950,256,11276,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,126.1872,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1124.4,1106.26
gfx950,256,11276,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,158.9959,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1189.84,976.99
gfx950,256,8,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,172,1,32.3833,flydsl_hgemm_abf16_wbf16_bf16_t16x64x256x2_ks1_w1x4x2_bias0_ktail0_gm0_pft_gfx950,0.0048,39.18,4909.09
gfx950,256,14,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,220,1,32.6019,flydsl_hgemm_abf16_wbf16_bf16_t16x96x256x2_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0049,68.11,4884.8
gfx950,256,40,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,285,1,35.4539,flydsl_hgemm_abf16_wbf16_bf16_t48x96x256x2_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0048,178.93,4526.26
gfx950,256,42,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,600,1,35.3476,flydsl_hgemm_abf16_wbf16_bf16_t48x96x64x5_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,188.45,4542.53
gfx950,256,44,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,600,1,35.5389,flydsl_hgemm_abf16_wbf16_bf16_t48x96x64x5_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,196.36,4520.72
gfx950,256,50,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,34.457,native,0.0,230.14,4670.83
gfx950,256,57,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,33.7099,native,0.0,268.17,4784.09
gfx950,256,61,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1090,1,34.7075,flydsl_hgemm_abf16_wbf16_bf16_t64x96x64x6_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,278.74,4651.98
gfx950,256,62,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,34.5778,native,0.0,284.37,4670.79
gfx950,256,64,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,35.697,native,0.0,284.34,4526.98
gfx950,256,67,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,618,1,36.2451,flydsl_hgemm_abf16_wbf16_bf16_t96x96x64x5_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,293.17,4462.4
gfx950,256,70,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,618,1,36.9242,flydsl_hgemm_abf16_wbf16_bf16_t96x96x64x5_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,300.66,4384.14
gfx950,256,92,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,38.2029,native,0.0,381.93,4264.42
gfx950,256,108,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,242,1,40.9537,flydsl_hgemm_abf16_wbf16_bf16_t128x96x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,418.24,3996.31
gfx950,256,116,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,242,1,42.4698,flydsl_hgemm_abf16_wbf16_bf16_t128x96x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,433.18,3862.48
gfx950,256,120,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,242,1,43.0064,flydsl_hgemm_abf16_wbf16_bf16_t128x96x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,442.53,3818.65
gfx950,256,121,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,42.196,native,0.0,454.79,3893.11
gfx950,256,152,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,48.7674,native,0.0,494.32,3398.33
gfx950,256,184,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,50.1197,native,0.0,582.24,3336.59
gfx950,256,400,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,68.2554,native,0.0,929.43,2598.5
gfx950,256,416,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,71.5678,native,0.0,921.87,2488.72
