gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,4096,5120,4352,50,0,59.5724,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3064.11,1040.7,0.0
gfx950,256,8192,5120,4352,54,0,101.1121,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3610.57,1116.12,0.0
gfx950,256,16384,5120,4352,54,0,174.1588,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4192.41,1232.01,0.0
gfx950,256,2,5120,5120,21,0,9.9448,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,10.54,1320.57,0.0
gfx950,256,4,5120,5120,21,0,10.5766,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,19.83,1244.1,0.0
gfx950,256,8,5120,5120,21,0,10.2343,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,40.98,1290.72,0.0
gfx950,256,48,5120,5120,21,0,11.3126,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,222.46,1212.95,0.0
gfx950,256,80,5120,5120,21,0,11.2838,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,371.71,1252.34,0.0
gfx950,256,96,5120,5120,21,0,10.9667,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,458.95,1307.23,0.0
gfx950,256,144,5120,5120,21,0,11.3945,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,662.58,1312.07,0.0
gfx950,256,176,5120,5120,21,0,11.3922,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,809.98,1348.29,0.0
gfx950,256,208,5120,5120,29,0,12.1531,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,897.32,1297.58,0.0
gfx950,256,224,5120,5120,29,0,12.2626,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,957.71,1302.69,0.0
gfx950,256,240,5120,5120,29,0,13.1885,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,954.08,1226.77,0.0
gfx950,256,1,5120,6144,21,0,10.7258,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,5.87,1467.67,0.0
gfx950,256,2,5120,6144,21,0,10.793,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,11.66,1459.77,0.0
gfx950,256,4,5120,6144,21,0,10.9097,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,23.07,1446.59,0.0
gfx950,256,8,5120,6144,21,0,11.041,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,45.59,1434.21,0.0
gfx950,256,16,5120,6144,21,0,11.2984,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,89.1,1410.96,0.0
gfx950,256,32,5120,6144,29,0,11.6015,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,173.53,1392.46,0.0
gfx950,256,48,5120,6144,21,0,11.3329,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,266.47,1444.26,0.0
gfx950,256,64,5120,6144,21,0,11.658,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,345.39,1422.25,0.0
gfx950,256,80,5120,6144,21,0,11.3515,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,443.39,1479.42,0.0
gfx950,256,96,5120,6144,21,0,11.8051,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,511.63,1440.61,0.0
gfx950,256,112,5120,6144,21,0,11.3238,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,622.27,1520.65,0.0
gfx950,256,128,5120,6144,21,0,11.7628,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,684.62,1482.01,0.0
gfx950,256,144,5120,6144,21,0,11.3791,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,796.17,1550.7,0.0
gfx950,256,160,5120,6144,21,0,11.5609,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,870.72,1544.74,0.0
gfx950,256,176,5120,6144,21,0,11.6281,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,952.26,1554.13,0.0
gfx950,256,192,5120,6144,21,0,11.8056,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1023.21,1548.8,0.0
gfx950,256,208,5120,6144,29,0,12.1484,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1077.2,1522.63,0.0
gfx950,256,224,5120,6144,29,0,13.1125,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1074.77,1426.92,0.0
gfx950,256,240,5120,6144,29,0,12.9721,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1164.0,1458.79,0.0
gfx950,256,256,5120,6144,29,0,14.5569,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1106.43,1314.6,0.0
gfx950,256,288,5120,6144,29,0,14.6987,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1232.72,1330.9,0.0
gfx950,256,320,5120,6144,29,0,15.6387,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1287.36,1278.14,0.0
gfx950,256,352,5120,6144,29,0,14.3845,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1539.57,1419.2,0.0
gfx950,256,384,5120,6144,29,0,15.0999,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1599.96,1380.17,0.0
gfx950,256,416,5120,6144,37,0,17.2131,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1520.5,1235.48,0.0
gfx950,256,448,5120,6144,37,0,17.2834,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1630.8,1255.1,0.0
gfx950,256,480,5120,6144,37,0,17.7539,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1700.98,1245.83,0.0
gfx950,256,512,5120,6144,37,0,16.7434,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1923.88,1346.46,0.0
gfx950,256,1024,5120,6144,49,0,25.4189,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x128E,2534.51,1155.05,0.0
gfx950,256,2048,5120,6144,50,0,40.7154,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3164.63,1055.91,0.0
gfx950,256,4096,5120,6144,50,0,77.8738,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3309.18,902.16,0.0
gfx950,256,8192,5120,6144,54,0,132.554,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3888.2,941.36,0.0
gfx950,256,16384,5120,6144,54,0,228.8609,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4504.01,1021.72,0.0
gfx950,256,1,5120,8704,21,0,15.5886,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,5.72,1430.33,0.0
gfx950,256,2,5120,8704,21,0,15.5832,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,11.44,1431.76,0.0
gfx950,256,4,5120,8704,21,0,16.2632,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,21.92,1373.69,0.0
gfx950,256,8,5120,8704,29,0,16.2187,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,43.96,1381.06,0.0
gfx950,256,16,5120,8704,21,0,15.6796,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,90.95,1435.99,0.0
gfx950,256,32,5120,8704,21,0,16.4729,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,173.14,1381.01,0.0
gfx950,256,48,5120,8704,21,0,15.2859,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,279.88,1503.52,0.0
gfx950,256,64,5120,8704,21,0,15.9823,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,356.91,1452.61,0.0
gfx950,256,80,5120,8704,21,0,15.222,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,468.42,1540.51,0.0
gfx950,256,96,5120,8704,21,0,15.7382,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,543.67,1504.81,0.0
gfx950,256,112,5120,8704,21,0,15.2015,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,656.67,1573.3,0.0
gfx950,256,128,5120,8704,21,0,16.1759,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,705.28,1492.96,0.0
gfx950,256,144,5120,8704,21,0,16.1936,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,792.57,1505.75,0.0
gfx950,256,160,5120,8704,21,0,16.9831,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,839.7,1449.5,0.0
gfx950,256,176,5120,8704,21,0,16.6062,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,944.63,1496.46,0.0
gfx950,256,192,5120,8704,21,0,16.2101,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1055.69,1547.42,0.0
gfx950,256,208,5120,8704,29,0,17.0148,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1089.57,1487.96,0.0
gfx950,256,224,5120,8704,29,0,17.6161,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1133.33,1450.43,0.0
gfx950,256,240,5120,8704,29,0,17.9817,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1189.6,1433.92,0.0
gfx950,256,256,5120,8704,29,0,18.3925,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1240.56,1414.59,0.0
gfx950,256,288,5120,8704,29,0,18.8595,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1361.07,1404.32,0.0
gfx950,256,320,5120,8704,29,0,19.797,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1440.69,1361.4,0.0
gfx950,256,352,5120,8704,29,0,19.5281,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1606.58,1404.06,0.0
gfx950,256,384,5120,8704,29,0,19.5098,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1754.27,1429.31,0.0
gfx950,256,416,5120,8704,37,0,22.7216,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1631.82,1247.82,0.0
gfx950,256,448,5120,8704,37,0,24.3977,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1636.62,1181.24,0.0
gfx950,256,480,5120,8704,37,0,23.902,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1789.89,1225.27,0.0
gfx950,256,512,5120,8704,37,0,22.7704,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,2004.09,1306.67,0.0
gfx950,256,1024,5120,8704,49,0,33.5425,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x128E,2720.97,1109.77,0.0
gfx950,256,2048,5120,8704,50,0,52.6312,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3468.21,991.17,0.0
gfx950,256,4096,5120,8704,50,0,101.0819,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3611.65,811.73,0.0
gfx950,256,8192,5120,8704,54,0,173.4729,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4208.98,817.53,0.0
gfx950,256,16384,5120,8704,54,0,298.9387,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4884.91,874.28,0.0
gfx950,256,1,5120,17408,21,0,25.0618,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,7.11,1778.94,0.0
gfx950,256,2,5120,17408,21,0,25.2538,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,14.12,1766.16,0.0
gfx950,256,4,5120,17408,21,0,25.5179,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,27.94,1749.37,0.0
gfx950,256,8,5120,17408,21,0,26.0306,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,54.78,1717.83,0.0
gfx950,256,16,5120,17408,21,0,27.078,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,105.33,1656.98,0.0
gfx950,256,32,5120,17408,21,0,29.224,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,195.19,1545.67,0.0
gfx950,256,48,5120,17408,21,0,27.0533,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,316.28,1680.9,0.0
gfx950,256,64,5120,17408,21,0,28.4268,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,401.33,1610.34,0.0
gfx950,256,80,5120,17408,21,0,26.9772,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,528.62,1708.11,0.0
gfx950,256,96,5120,17408,21,0,27.9701,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,611.82,1658.31,0.0
gfx950,256,112,5120,17408,21,0,27.054,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,737.96,1725.67,0.0
gfx950,256,128,5120,17408,21,0,27.7576,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,822.01,1692.84,0.0
gfx950,256,144,5120,17408,21,0,27.4272,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,935.9,1724.29,0.0
gfx950,256,160,5120,17408,21,0,27.9552,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1020.25,1702.56,0.0
gfx950,256,176,5120,17408,21,0,27.3178,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1148.46,1753.39,0.0
gfx950,256,192,5120,17408,21,0,28.0574,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1219.84,1717.97,0.0
gfx950,256,208,5120,17408,29,0,29.9466,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1238.13,1619.71,0.0
gfx950,256,224,5120,17408,29,0,30.6822,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1301.4,1590.76,0.0
gfx950,256,240,5120,17408,29,0,32.2194,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1327.83,1524.27,0.0
gfx950,256,256,5120,17408,29,0,33.0767,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1379.64,1493.93,0.0
gfx950,256,288,5120,17408,29,0,32.9365,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1558.7,1518.69,0.0
gfx950,256,320,5120,17408,29,0,35.988,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1585.04,1406.76,0.0
gfx950,256,352,5120,17408,29,0,34.3618,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1826.06,1490.98,0.0
gfx950,256,384,5120,17408,29,0,36.9006,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1855.01,1404.83,0.0
gfx950,256,416,5120,17408,37,0,41.5129,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1786.32,1263.35,0.0
gfx950,256,448,5120,17408,37,0,42.1472,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1894.78,1258.72,0.0
gfx950,256,480,5120,17408,37,0,43.3105,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1975.59,1238.91,0.0
gfx950,256,512,5120,17408,37,0,40.3582,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,2261.45,1344.55,0.0
gfx950,256,1024,5120,17408,38,0,61.0992,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2987.54,1046.87,0.0
gfx950,256,2048,5120,17408,50,0,94.7532,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3852.87,879.78,0.0
gfx950,256,4096,5120,17408,50,0,176.9168,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,4127.05,690.49,0.0
gfx950,256,8192,5120,17408,54,0,305.0717,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4786.71,654.78,0.0
gfx950,256,16384,5120,17408,54,0,553.4253,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,5277.28,641.36,0.0
gfx950,256,1,6144,5120,21,0,10.0523,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,6.26,1566.16,0.0
gfx950,256,2,6144,5120,21,0,10.0917,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,12.47,1561.51,0.0
gfx950,256,4,6144,5120,21,0,10.2331,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,24.59,1542.84,0.0
gfx950,256,8,6144,5120,21,0,10.3709,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,48.53,1528.07,0.0
gfx950,256,16,6144,5120,21,0,10.7658,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,93.5,1483.05,0.0
gfx950,256,32,6144,5120,29,0,11.2691,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,178.65,1437.89,0.0
gfx950,256,48,6144,5120,21,0,10.86,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,278.08,1513.94,0.0
gfx950,256,64,6144,5120,21,0,11.2137,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,359.07,1487.37,0.0
gfx950,256,80,6144,5120,21,0,10.8635,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,463.31,1557.19,0.0
gfx950,256,96,6144,5120,21,0,11.1704,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,540.7,1535.67,0.0
gfx950,256,112,6144,5120,21,0,10.8707,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,648.2,1599.86,0.0
gfx950,256,128,6144,5120,21,0,11.1213,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,724.11,1585.17,0.0
gfx950,256,144,6144,5120,21,0,10.9596,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,826.64,1630.24,0.0
gfx950,256,160,6144,5120,21,0,11.1627,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,901.78,1621.86,0.0
gfx950,256,176,6144,5120,29,0,12.4135,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,892.01,1477.58,0.0
gfx950,256,192,6144,5120,29,0,13.4262,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,899.7,1383.82,0.0
gfx950,256,208,6144,5120,29,0,12.0659,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1084.56,1559.52,0.0
gfx950,256,224,6144,5120,29,0,12.0299,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1171.49,1583.94,0.0
gfx950,256,240,6144,5120,29,0,12.5168,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1206.34,1541.3,0.0
gfx950,256,256,6144,5120,29,0,13.3546,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1206.04,1462.4,0.0
gfx950,256,512,6144,5120,42,0,18.0181,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1787.77,1294.85,0.0
gfx950,256,1024,6144,5120,47,0,26.1341,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x256E,2465.15,1183.63,0.0
gfx950,256,2048,6144,5120,44,0,38.7298,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x384E,3326.87,1191.26,0.0
gfx950,256,4096,6144,5120,44,0,76.8118,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x384E,3354.93,996.54,0.0
gfx950,256,8192,6144,5120,54,0,126.1387,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4085.95,1088.99,0.0
gfx950,256,16384,6144,5120,45,0,238.0174,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4330.74,1088.15,0.0
gfx950,256,1,7168,5120,21,0,10.7032,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,6.86,1716.03,0.0
gfx950,256,2,7168,5120,21,0,10.7081,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,13.71,1716.82,0.0
gfx950,256,4,7168,5120,21,0,10.8598,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,27.04,1695.95,0.0
gfx950,256,8,7168,5120,21,0,11.0087,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,53.34,1679.15,0.0
gfx950,256,16,7168,5120,21,0,11.3987,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,103.03,1633.56,0.0
gfx950,256,32,7168,5120,21,0,12.174,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,192.94,1551.73,0.0
gfx950,256,48,7168,5120,21,0,11.5673,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,304.58,1656.49,0.0
gfx950,256,64,7168,5120,21,0,11.987,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,391.89,1621.04,0.0
gfx950,256,80,7168,5120,21,0,11.5627,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,507.84,1703.91,0.0
gfx950,256,96,7168,5120,21,0,11.8989,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,592.19,1678.48,0.0
gfx950,256,112,7168,5120,21,0,11.747,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,699.82,1723.2,0.0
gfx950,256,128,7168,5120,21,0,12.0049,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,782.62,1708.7,0.0
gfx950,256,144,7168,5120,29,0,12.4122,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,851.55,1674.41,0.0
gfx950,256,160,7168,5120,29,0,12.8085,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,916.9,1643.71,0.0
gfx950,256,176,7168,5120,29,0,13.0747,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,988.05,1630.92,0.0
gfx950,256,192,7168,5120,29,0,13.3601,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1054.85,1616.31,0.0
gfx950,256,208,7168,5120,29,0,12.6755,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1204.47,1724.94,0.0
gfx950,256,224,7168,5120,29,0,12.8468,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1279.83,1722.98,0.0
gfx950,256,240,7168,5120,29,0,13.1689,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1337.7,1701.37,0.0
gfx950,256,256,7168,5120,29,0,13.8037,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1361.26,1642.71,0.0
gfx950,256,288,7168,5120,37,0,16.3964,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1289.26,1415.93,0.0
gfx950,256,320,7168,5120,37,0,15.9947,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1468.49,1485.29,0.0
gfx950,256,352,7168,5120,37,0,16.5101,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1564.92,1471.67,0.0
gfx950,256,384,7168,5120,37,0,17.2243,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1636.39,1442.04,0.0
gfx950,256,416,7168,5120,42,0,18.041,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1692.51,1406.73,0.0
gfx950,256,448,7168,5120,42,0,18.3272,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1794.24,1414.26,0.0
gfx950,256,480,7168,5120,42,0,19.0223,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1852.15,1391.01,0.0
gfx950,256,512,7168,5120,42,0,18.2722,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,2056.73,1477.7,0.0
gfx950,256,1024,7168,5120,43,0,27.9888,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2685.43,1273.78,0.0
gfx950,256,2048,7168,5120,54,0,41.6435,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3609.78,1271.58,0.0
gfx950,256,4096,7168,5120,54,0,81.6287,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3683.11,1072.61,0.0
gfx950,256,8192,7168,5120,54,0,154.4242,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3893.79,1015.14,0.0
gfx950,256,16384,7168,5120,54,0,278.8352,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4312.91,1058.6,0.0
gfx950,256,16,8192,5120,21,0,11.5946,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,115.76,1834.87,0.0
gfx950,256,32,8192,5120,21,0,12.9451,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,207.36,1666.86,0.0
gfx950,256,48,8192,5120,21,0,11.8647,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,339.37,1844.2,0.0
gfx950,256,64,8192,5120,21,0,12.7823,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,420.01,1735.52,0.0
gfx950,256,80,8192,5120,21,0,12.5898,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,533.04,1786.13,0.0
