gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,96,8192,5120,21,0,12.1834,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,660.99,1870.59,0.0
gfx950,256,112,8192,5120,21,0,12.6556,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,742.38,1824.75,0.0
gfx950,256,128,8192,5120,21,0,12.866,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,834.56,1818.46,0.0
gfx950,256,144,8192,5120,29,0,13.3481,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,904.97,1775.49,0.0
gfx950,256,160,8192,5120,29,0,13.2264,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1014.77,1814.75,0.0
gfx950,256,176,8192,5120,29,0,14.332,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1030.14,1695.9,0.0
gfx950,256,192,8192,5120,29,0,14.5901,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1103.91,1686.68,0.0
gfx950,256,208,8192,5120,29,0,13.6231,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1280.79,1828.65,0.0
gfx950,256,224,8192,5120,29,0,13.6828,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1373.29,1842.82,0.0
gfx950,256,240,8192,5120,29,0,14.6444,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1374.77,1742.51,0.0
gfx950,256,256,8192,5120,29,0,14.8949,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1441.76,1733.56,0.0
gfx950,256,288,8192,5120,37,0,17.0194,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1419.51,1552.78,0.0
gfx950,256,320,8192,5120,37,0,16.5503,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1621.94,1633.42,0.0
gfx950,256,352,8192,5120,37,0,16.6369,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1774.84,1661.36,0.0
gfx950,256,384,8192,5120,37,0,17.5933,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1830.94,1605.5,0.0
gfx950,256,416,8192,5120,42,0,18.9686,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1839.7,1521.05,0.0
gfx950,256,448,8192,5120,42,0,20.1805,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1862.24,1459.75,0.0
gfx950,256,480,8192,5120,42,0,20.2552,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1987.9,1484.29,0.0
gfx950,256,512,8192,5120,42,0,20.5442,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,2090.6,1492.92,0.0
gfx950,256,1024,8192,5120,43,0,30.991,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2771.75,1302.64,0.0
gfx950,256,2048,8192,5120,57,0,51.6607,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3325.52,1156.95,0.0
gfx950,256,4096,8192,5120,45,0,100.2025,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3429.03,983.67,0.0
gfx950,256,8192,8192,5120,57,0,187.7037,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3661.06,938.5,0.0
gfx950,256,1,8704,5120,21,0,10.8127,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,8.24,2062.59,0.0
gfx950,256,2,8704,5120,21,0,10.8881,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,16.37,2050.14,0.0
gfx950,256,4,8704,5120,21,0,10.9414,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,32.58,2043.81,0.0
gfx950,256,8,8704,5120,21,0,11.2256,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,63.52,1999.18,0.0
gfx950,256,16,8704,5120,21,0,11.5702,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,123.25,1953.44,0.0
gfx950,256,32,8704,5120,37,0,11.8739,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,240.2,1930.39,0.0
gfx950,256,48,8704,5120,21,0,11.8374,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,361.41,1963.33,0.0
gfx950,256,64,8704,5120,21,0,12.1969,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,467.68,1931.65,0.0
gfx950,256,80,8704,5120,21,0,11.9293,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,597.71,2001.77,0.0
gfx950,256,96,8704,5120,21,0,12.2249,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,699.91,1979.5,0.0
gfx950,256,112,8704,5120,29,0,12.9019,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,773.72,1900.39,0.0
gfx950,256,128,8704,5120,29,0,13.2676,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,859.88,1872.09,0.0
gfx950,256,144,8704,5120,29,0,12.1232,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1058.68,2075.16,0.0
gfx950,256,160,8704,5120,29,0,12.9483,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1101.35,1967.6,0.0
gfx950,256,176,8704,5120,29,0,13.1113,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1196.43,1967.51,0.0
gfx950,256,192,8704,5120,29,0,13.4949,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1268.09,1935.26,0.0
gfx950,256,208,8704,5120,37,0,15.642,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1185.2,1690.04,0.0
gfx950,256,224,8704,5120,37,0,15.6518,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1275.56,1709.39,0.0
gfx950,256,240,8704,5120,37,0,16.0549,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1332.36,1686.37,0.0
gfx950,256,256,8704,5120,37,0,16.1974,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1408.68,1691.26,0.0
gfx950,256,288,8704,5120,37,0,17.1974,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1492.62,1630.07,0.0
gfx950,256,320,8704,5120,42,0,18.0232,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1582.48,1590.84,0.0
gfx950,256,352,8704,5120,42,0,18.7894,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1669.74,1559.97,0.0
gfx950,256,384,8704,5120,42,0,19.5129,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1753.99,1534.88,0.0
gfx950,256,416,8704,5120,49,0,20.2585,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1830.23,1509.93,0.0
gfx950,256,448,8704,5120,49,0,20.9179,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1908.88,1492.88,0.0
gfx950,256,480,8704,5120,49,0,21.8016,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1962.33,1461.68,0.0
gfx950,256,512,8704,5120,38,0,21.53,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2119.56,1509.79,0.0
gfx950,256,1024,8704,5120,47,0,30.3821,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x256E,3004.01,1406.4,0.0
gfx950,256,2048,8704,5120,47,0,60.5181,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x256E,3016.22,1043.93,0.0
gfx950,256,4096,8704,5120,50,0,108.141,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3375.89,962.37,0.0
gfx950,256,8192,8704,5120,54,0,186.7199,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3910.37,995.4,0.0
gfx950,256,16384,8704,5120,54,0,348.3991,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4191.43,1002.98,0.0
gfx950,256,1,10240,5120,21,0,10.6107,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,9.88,2472.73,0.0
gfx950,256,2,10240,5120,21,0,10.6418,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,19.71,2467.67,0.0
gfx950,256,4,10240,5120,21,0,10.7471,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,39.03,2447.78,0.0
gfx950,256,8,10240,5120,21,0,10.9359,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,76.71,2413.95,0.0
gfx950,256,16,10240,5120,21,0,11.4298,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,146.78,2325.77,0.0
gfx950,256,32,10240,5120,29,0,12.2527,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,273.85,2199.65,0.0
gfx950,256,48,10240,5120,21,0,11.8221,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,425.74,2310.95,0.0
gfx950,256,64,10240,5120,21,0,12.0931,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,554.94,2289.65,0.0
gfx950,256,80,10240,5120,21,0,12.1591,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,689.9,2307.54,0.0
gfx950,256,96,10240,5120,21,0,12.1305,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,829.84,2343.37,0.0
gfx950,256,112,10240,5120,29,0,12.9693,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,905.53,2220.23,0.0
gfx950,256,128,10240,5120,29,0,14.3948,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,932.4,2025.98,0.0
gfx950,256,144,10240,5120,29,0,12.6838,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1190.46,2328.34,0.0
gfx950,256,160,10240,5120,29,0,12.9235,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1298.19,2313.68,0.0
gfx950,256,176,10240,5120,29,0,13.4392,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1373.22,2252.32,0.0
gfx950,256,192,10240,5120,29,0,14.2473,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1413.09,2150.45,0.0
gfx950,256,208,10240,5120,37,0,15.9035,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1371.42,1949.68,0.0
gfx950,256,224,10240,5120,37,0,16.1879,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1450.97,1938.2,0.0
gfx950,256,240,10240,5120,37,0,15.9372,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1579.06,1991.82,0.0
gfx950,256,256,10240,5120,37,0,15.9829,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1679.52,2009.19,0.0
gfx950,256,512,10240,5120,38,0,22.3877,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2398.06,1697.85,0.0
gfx950,256,1024,10240,5120,50,0,34.5417,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3108.54,1441.95,0.0
gfx950,256,2048,10240,5120,50,0,68.9624,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3113.99,1064.35,0.0
gfx950,256,4096,10240,5120,45,0,117.1785,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3665.32,1029.08,0.0
gfx950,256,8192,10240,5120,45,0,194.7856,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4409.94,1103.56,0.0
gfx950,256,16384,10240,5120,45,0,379.444,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4527.64,1063.93,0.0
gfx950,256,1,12288,5120,21,0,10.7028,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,11.76,2941.7,0.0
gfx950,256,2,12288,5120,21,0,11.2325,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.4,2805.39,0.0
gfx950,256,4,12288,5120,21,0,10.8117,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,46.55,2919.6,0.0
gfx950,256,8,12288,5120,21,0,11.491,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,87.6,2756.45,0.0
gfx950,256,16,12288,5120,21,0,11.6549,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,172.74,2736.31,0.0
gfx950,256,32,12288,5120,21,0,12.8557,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,313.21,2514.5,0.0
gfx950,256,48,12288,5120,21,0,11.9066,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,507.26,2751.4,0.0
gfx950,256,64,12288,5120,21,0,12.6378,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,637.22,2626.56,0.0
gfx950,256,80,12288,5120,29,0,12.7717,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,788.17,2633.02,0.0
gfx950,256,96,12288,5120,29,0,13.3264,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,906.44,2556.0,0.0
gfx950,256,112,12288,5120,29,0,14.0738,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1001.35,2451.12,0.0
gfx950,256,128,12288,5120,29,0,14.3434,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1122.89,2435.31,0.0
gfx950,256,144,12288,5120,37,0,15.9097,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1138.89,2222.85,0.0
gfx950,256,160,12288,5120,37,0,16.92,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1189.87,2115.78,0.0
gfx950,256,176,12288,5120,37,0,16.0618,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1378.79,2255.86,0.0
gfx950,256,192,12288,5120,37,0,16.5613,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1458.77,2214.04,0.0
gfx950,256,208,12288,5120,42,0,17.2392,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1518.19,2152.16,0.0
gfx950,256,224,12288,5120,42,0,17.5422,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1606.74,2139.74,0.0
gfx950,256,240,12288,5120,42,0,18.0701,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1671.21,2101.26,0.0
gfx950,256,256,12288,5120,42,0,18.2862,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1761.56,2100.17,0.0
gfx950,256,512,12288,5120,43,0,26.5563,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2425.96,1707.73,0.0
gfx950,256,1024,12288,5120,44,0,40.1094,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x384E,3212.44,1477.07,0.0
gfx950,256,2048,12288,5120,44,0,75.6542,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x384E,3406.26,1150.39,0.0
gfx950,256,4096,12288,5120,54,0,126.7789,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4065.31,1124.84,0.0
gfx950,256,8192,12288,5120,45,0,233.6411,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4411.86,1086.09,0.0
gfx950,256,16384,12288,5120,45,0,457.2748,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4508.41,1041.07,0.0
gfx950,256,1,14336,5120,21,0,10.872,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,13.5,3378.53,0.0
gfx950,256,2,14336,5120,21,0,11.0061,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,26.68,3340.2,0.0
gfx950,256,4,14336,5120,21,0,11.0974,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,52.91,3318.35,0.0
gfx950,256,8,14336,5120,21,0,11.2689,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,104.22,3278.94,0.0
gfx950,256,16,14336,5120,21,0,12.0254,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,195.32,3093.44,0.0
gfx950,256,32,14336,5120,21,0,12.8655,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,365.13,2930.29,0.0
gfx950,256,48,14336,5120,21,0,13.3099,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,529.41,2869.99,0.0
gfx950,256,64,14336,5120,21,0,13.6129,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,690.17,2842.82,0.0
gfx950,256,80,14336,5120,29,0,14.0536,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,835.66,2789.23,0.0
gfx950,256,96,14336,5120,29,0,15.1002,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,933.29,2629.0,0.0
gfx950,256,112,14336,5120,29,0,15.6905,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1047.87,2561.94,0.0
gfx950,256,128,14336,5120,29,0,16.2418,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1156.92,2505.75,0.0
gfx950,256,144,14336,5120,37,0,16.1983,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1305.03,2543.33,0.0
gfx950,256,160,14336,5120,37,0,17.3716,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1352.1,2400.31,0.0
gfx950,256,176,14336,5120,37,0,16.8307,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1535.11,2507.14,0.0
gfx950,256,192,14336,5120,37,0,17.3044,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1628.82,2467.39,0.0
gfx950,256,208,14336,5120,42,0,17.8715,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1708.56,2417.06,0.0
gfx950,256,224,14336,5120,42,0,18.3358,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1793.4,2383.1,0.0
gfx950,256,240,14336,5120,42,0,19.2762,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1827.75,2292.77,0.0
gfx950,256,256,14336,5120,42,0,19.0907,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1968.55,2341.22,0.0
gfx950,256,288,14336,5120,46,0,22.7997,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1854.35,2004.19,0.0
gfx950,256,320,14336,5120,46,0,23.5314,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1996.32,1984.34,0.0
gfx950,256,352,14336,5120,38,0,25.569,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2020.96,1865.3,0.0
gfx950,256,384,14336,5120,38,0,26.3623,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2138.34,1847.08,0.0
gfx950,256,416,14336,5120,43,0,27.5414,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2217.36,1804.29,0.0
gfx950,256,448,14336,5120,43,0,29.0861,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2261.1,1742.83,0.0
gfx950,256,480,14336,5120,43,0,30.1117,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2340.1,1716.66,0.0
gfx950,256,512,14336,5120,43,0,27.7227,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2711.21,1900.64,0.0
gfx950,256,1024,14336,5120,54,0,43.4891,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3456.59,1579.29,0.0
gfx950,256,2048,14336,5120,45,0,82.9799,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3623.14,1213.1,0.0
gfx950,256,4096,14336,5120,54,0,148.2734,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4055.32,1110.29,0.0
gfx950,256,8192,14336,5120,54,0,274.7441,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4377.13,1064.82,0.0
gfx950,256,16384,14336,5120,45,0,531.8892,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4521.96,1031.05,0.0
gfx950,256,16,16384,5120,21,0,14.0812,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,190.63,3018.8,0.0
gfx950,256,32,16384,5120,21,0,15.135,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,354.72,2845.96,0.0
gfx950,256,48,16384,5120,21,0,14.8649,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,541.75,2935.69,0.0
gfx950,256,64,16384,5120,21,0,15.8267,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,678.44,2793.0,0.0
gfx950,256,80,16384,5120,29,0,15.6365,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,858.36,2863.13,0.0
gfx950,256,96,16384,5120,29,0,16.0128,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1005.83,2831.14,0.0
gfx950,256,112,16384,5120,29,0,16.6519,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1128.43,2756.43,0.0
gfx950,256,128,16384,5120,29,0,17.3079,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1240.75,2684.61,0.0
gfx950,256,144,16384,5120,37,0,18.5874,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1299.76,2530.22,0.0
gfx950,256,160,16384,5120,37,0,18.6065,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1442.7,2558.0,0.0
gfx950,256,176,16384,5120,37,0,18.7421,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1575.49,2569.66,0.0
gfx950,256,192,16384,5120,37,0,19.4717,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1654.31,2502.4,0.0
gfx950,256,208,16384,5120,42,0,21.3539,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1634.2,2308.3,0.0
gfx950,256,224,16384,5120,42,0,21.3107,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1763.48,2339.51,0.0
gfx950,256,240,16384,5120,42,0,21.7205,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1853.79,2321.39,0.0
gfx950,256,256,16384,5120,42,0,22.5957,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1900.79,2256.49,0.0
gfx950,256,288,16384,5120,46,0,24.7609,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1951.4,2104.83,0.0
gfx950,256,320,16384,5120,46,0,26.1005,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,2056.94,2040.11,0.0
gfx950,256,352,16384,5120,38,0,26.5428,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2224.93,2048.71,0.0
gfx950,256,384,16384,5120,38,0,27.323,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2357.89,2031.58,0.0
gfx950,256,416,16384,5120,47,0,30.9354,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x256E,2256.1,1830.9,0.0
gfx950,256,448,16384,5120,51,0,30.6324,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_224x128E,2453.67,1885.91,0.0
gfx950,256,480,16384,5120,43,0,31.927,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2522.34,1844.85,0.0
gfx950,256,512,16384,5120,43,0,33.4882,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2565.06,1792.6,0.0
gfx950,256,1024,16384,5120,45,0,53.0424,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3238.89,1472.76,0.0
gfx950,256,2048,16384,5120,54,0,99.878,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3440.17,1144.34,0.0
gfx950,256,4096,16384,5120,45,0,186.7447,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3679.86,999.47,0.0
gfx950,256,8192,16384,5120,54,0,364.3579,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3772.09,909.41,0.0
gfx950,256,1,17408,5120,21,0,11.2778,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,15.81,3954.84,0.0
gfx950,256,2,17408,5120,21,0,11.3247,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,31.48,3941.76,0.0
gfx950,256,4,17408,5120,21,0,11.0709,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,64.41,4038.88,0.0
gfx950,256,8,17408,5120,21,0,11.38,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,125.31,3942.31,0.0
gfx950,256,16,17408,5120,21,0,11.5693,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,246.53,3903.65,0.0
gfx950,256,32,17408,5120,21,0,13.6697,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,417.29,3347.59,0.0
gfx950,256,48,17408,5120,29,0,14.8812,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,574.98,3115.24,0.0
gfx950,256,64,17408,5120,29,0,15.6148,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,730.62,3007.18,0.0
