M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
464,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
480,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
480,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
480,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
480,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
480,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
480,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
480,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
480,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
480,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
496,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
496,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
496,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
496,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
496,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
496,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
496,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
496,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
496,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
512,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
512,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
512,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
512,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
512,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
512,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
512,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
512,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
512,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
513,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
513,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
513,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
513,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
513,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
513,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
513,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
513,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
514,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
514,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
514,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
514,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
514,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
514,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
514,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
514,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
517,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
517,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
517,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
517,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
517,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
517,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
517,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
517,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
519,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
519,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
519,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
519,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
519,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
519,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
519,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
519,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
520,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
520,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
520,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
520,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
520,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
520,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
520,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
520,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
543,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
543,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
543,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
543,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
543,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
543,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
543,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
543,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1024,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1024,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1024,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1024,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1024,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1024,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
1025,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1025,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1025,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1025,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1025,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1025,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1025,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1025,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1026,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1026,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1026,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1026,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1026,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1026,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1026,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1026,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1030,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1030,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1030,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1030,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1030,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1030,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1030,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1030,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1038,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1038,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1038,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1038,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1038,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1038,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1038,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1038,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1152,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1152,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1152,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1152,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1152,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1154,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1154,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1154,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1154,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1154,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1154,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1154,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1154,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1156,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1156,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1156,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1156,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1156,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1156,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1156,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1156,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1158,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1158,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1158,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1158,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1158,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1158,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1158,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1158,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1164,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1164,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1164,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1164,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1164,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1164,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1164,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1164,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1166,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1166,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1166,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1166,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1166,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1166,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1166,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1166,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1182,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1182,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1182,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1182,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1182,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1182,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1182,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1182,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1208,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1208,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1208,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1208,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1208,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1208,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1208,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1208,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1212,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1212,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1212,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1212,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1212,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1212,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1212,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1212,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1214,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1214,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1214,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1214,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1214,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1214,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1214,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1214,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1537,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1537,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1537,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1537,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1537,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1537,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1537,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1537,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2048,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2048,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2048,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2048,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2048,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2048,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
2049,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2049,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2049,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2049,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2049,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2049,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2049,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2049,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2306,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2306,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2306,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2306,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2306,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2306,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2306,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2306,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2308,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2308,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2308,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2308,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2308,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2308,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2308,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2308,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2330,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2330,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2330,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2330,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2330,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2330,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2330,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2330,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2332,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2332,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2332,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2332,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2332,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2332,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2332,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2332,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2561,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2561,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2561,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2561,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2561,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2561,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2561,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2561,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3072,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3072,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3072,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3072,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3072,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3073,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3073,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3073,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3073,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3073,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3073,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3073,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3073,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3458,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3458,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3458,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3458,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3458,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3458,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3458,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3458,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3514,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3514,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3514,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3514,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3514,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3514,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3514,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3514,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3585,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3585,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3585,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3585,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3585,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3585,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3585,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3585,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
4104,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
4104,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
4104,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
4104,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4104,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
4104,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
4104,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
4104,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
5126,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
5126,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
5126,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
5126,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
5126,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
5126,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
5126,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
5126,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7040,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7040,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7040,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7040,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7040,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7042,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7042,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7042,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7042,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7042,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7042,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7042,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7042,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7044,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7044,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7044,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7044,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7044,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7044,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7044,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7044,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7046,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7046,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7046,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7046,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7046,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7046,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7046,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7046,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7054,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7054,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7054,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7054,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7054,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7054,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7054,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7054,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7068,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7068,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7068,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7068,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7068,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7068,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7068,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7068,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7070,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7070,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7070,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7070,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7070,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7070,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7070,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7070,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7098,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7098,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7098,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7098,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7098,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7098,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7098,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7098,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7100,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7100,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7100,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7100,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7100,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7100,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7100,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7100,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7102,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7102,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7102,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7102,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7102,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7102,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7102,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7102,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7482,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7482,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7482,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7482,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7482,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7482,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7482,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7482,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7680,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7680,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7680,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7680,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7680,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7681,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7681,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7681,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7681,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7681,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7681,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7681,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7681,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7682,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7682,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7682,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7682,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7682,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7682,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
