M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
7682,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7682,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7690,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7690,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7690,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7690,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7690,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7690,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7690,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7690,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7706,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7706,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7706,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7706,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7706,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7706,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7706,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7706,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7921,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7921,2560,4096,False,torch.bfloat16,torch.bfloat16,False,False
7921,4096,1280,False,torch.bfloat16,torch.bfloat16,False,False
8066,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8066,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8066,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8066,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8066,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8066,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8066,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8066,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8220,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8220,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8220,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8220,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8220,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8220,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8220,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8220,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8250,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8250,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8250,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8250,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8250,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8250,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8250,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8250,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8252,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8252,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8252,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8252,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8252,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8252,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8252,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8252,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8837,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8837,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8837,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8837,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8837,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8837,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8837,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8837,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
9402,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
9402,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
9402,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
9402,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
9402,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
9402,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
9402,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
9402,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
11276,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
11276,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
11276,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
11276,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
11276,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
11276,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
11276,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
11276,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
13318,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
13318,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
13318,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
13318,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
13318,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
13318,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
13318,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
13318,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
14108,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
14108,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
14108,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
14108,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
14108,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
14108,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
14108,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
14108,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
14138,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
14138,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
14138,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
14138,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
14138,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
14138,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
14138,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
14138,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15361,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15361,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15361,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15361,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15361,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15361,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15361,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15361,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15745,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15745,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15745,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15745,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15745,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15745,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15745,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15745,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15747,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15747,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15747,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15747,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15747,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15747,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15747,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15747,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15750,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15750,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15750,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15750,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15750,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15750,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15750,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15750,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15752,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15752,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15752,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15752,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15752,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15752,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15752,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15752,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15754,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15754,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15754,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15754,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15754,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15754,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15754,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15754,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15756,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15756,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15756,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15756,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15756,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15756,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15756,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15756,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15758,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15758,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15758,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15758,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15758,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15758,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15758,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15758,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15760,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15760,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15760,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15760,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15760,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15760,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15760,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15760,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15762,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15762,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15762,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15762,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15762,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15762,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15762,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15762,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15764,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15764,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15764,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15764,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15764,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15764,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15764,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15764,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15766,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15766,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15766,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15766,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15766,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15766,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15766,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15766,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15768,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15768,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15768,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15768,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15768,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15768,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15768,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15768,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15770,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15770,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15770,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15770,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15770,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15770,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15770,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15770,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15772,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15772,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15772,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15772,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15772,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15772,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15772,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15772,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15873,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15873,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15873,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15873,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15873,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15873,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15873,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15873,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
15877,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
15877,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
15877,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
15877,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
15877,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
15877,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
15877,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
15877,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16001,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16001,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16001,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16001,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16001,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16001,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16001,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16001,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16058,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16058,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16058,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16058,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16058,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16058,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16058,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16058,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16130,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16130,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16130,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16130,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16130,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16130,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16130,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16130,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16158,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16158,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16158,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16158,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16158,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16158,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16158,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16158,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16384,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16384,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16384,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16384,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16384,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16384,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16384,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16384,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
31684,384,1024,True,torch.bfloat16,torch.bfloat16,False,False
31684,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
31684,1024,128,True,torch.bfloat16,torch.bfloat16,False,False
31684,1024,512,False,torch.bfloat16,torch.bfloat16,False,False
31684,1024,512,True,torch.bfloat16,torch.bfloat16,False,False
31684,1024,1024,True,torch.bfloat16,torch.bfloat16,False,False
1180,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1180,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1180,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1180,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1180,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1180,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1180,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1180,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1210,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1210,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1210,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1210,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1210,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1210,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1210,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1210,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2316,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2316,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2316,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2316,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2316,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2316,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2316,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2316,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7066,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7066,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7066,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7066,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7066,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7066,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7066,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7066,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8218,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8218,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8218,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8218,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8218,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8218,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8218,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8218,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
53,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
74,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
119,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
121,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
122,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
125,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
1160,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1160,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1160,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1160,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1160,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1160,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1160,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1160,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1176,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1176,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1176,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1176,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1176,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1176,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1176,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1176,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1204,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1204,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1204,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1204,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1204,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1204,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1204,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1204,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1272,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1272,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1272,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1272,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1272,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1272,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1272,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1272,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
1276,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
1276,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
1276,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
1276,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1276,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
1276,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
1276,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
1276,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
2360,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
2360,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
2360,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
2360,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2360,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
2360,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
2360,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
2360,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3460,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3460,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3460,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3460,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3460,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3460,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3460,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3460,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
3572,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
3572,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
3572,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3572,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3572,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3572,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3572,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3572,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
4096,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
4096,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
4096,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
4096,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
4096,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
4096,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
5120,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
5120,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
5120,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
5120,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7048,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7048,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7048,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7048,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7048,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7048,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7048,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7048,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7052,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7052,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7052,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7052,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7052,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7052,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7052,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7052,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
